l,g,x,sk,embedding_ratio,accuracy,marital-status-relationship,marital-status-sex,relationship-sex,income-relationship,education-education-num,age-marital-status,education-num-occupation,age-relationship,age-sex,fingerprint_length
128,4,2,4370315729,0.25,0.0118280560588843,0.0365453770854999,0.0465037673121813,0.0473454163219445,0.0228107624266399,0.0774287372020185,0.0351134133356545,0.0578525009490028,0.0381690085442834,0.055537660140297464,128
128,4,2,4370315730,0.25,0.011504560670741,0.0349503790078105,0.0386297830783878,0.0416377117451376,0.017557135786297,0.0759447185413374,0.0336331453083441,0.0583490537691884,0.0356153252435719,0.00834484003805712,128
128,4,2,4370315731,0.25,0.0115639364065395,0.0364606176754241,0.0451007677553996,0.0464156715797415,0.0149599379233879,0.0772065164086181,0.0438254222280914,0.050708419980214,0.0392604896953368,0.051694257387205525,128
128,4,2,4370315732,0.25,0.0115496043323812,0.0339863105481468,0.0353876479285525,0.0417399274254188,0.0176813321252775,0.0787372600539333,0.0375566705105525,0.0530808115025152,0.0298926564221233,0.05131984055600011,128
128,4,2,4370315733,0.25,0.0116007903115178,0.0341357134992533,0.0459139080514024,0.0380747343503674,0.0149665234355589,0.0798947225371209,0.0362240581467344,0.0608118351419858,0.0292668375017538,0.055925460577524955,128
128,4,2,4370315734,0.25,0.0115987428723524,0.0325975620978035,0.0418404804162196,0.0366875095106411,0.0161307412042607,0.0757199832010049,0.0332033875775481,0.0636804886901774,0.0294503125627265,0.07889558699172085,128
128,4,2,4370315735,0.25,0.0115107029882374,0.0351903530574371,0.0407194961308349,0.042253997501242,0.0166364554995443,0.0769736143073425,0.0429685875131954,0.05903676583117,0.0382297851872693,0.03356544884644343,128
128,4,2,4370315736,0.25,0.0116007903115178,0.0369204800489993,0.0355944222411526,0.0378132498383877,0.0172240284462769,0.0796287263403595,0.047274965908904,0.0544083442450832,0.0400150929965003,0.01378030593440388,128
128,8,2,4370315727,0.125,0.0056202205091981,0.0190118398031748,0.0202685371927731,0.0207338079154701,0.0056125621675282,0.0366928204166379,0.0191313569480642,0.0347916293825842,0.0198979267255533,0.007874366807661633,128
128,8,2,4370315728,0.125,0.0058065374732553,0.0196222193992297,0.0199890248550161,0.0220188474347547,0.0089798051027339,0.0438282664515272,0.0207101473778713,0.038796634759961,0.0225893868133306,0.005334003828986911,128
128,8,2,4370315729,0.125,0.0059007196748666,0.0189049248091406,0.0245585873075831,0.0244419467552899,0.0101070776112782,0.0364192733350024,0.0154426789641062,0.0349554923855872,0.0210214521010644,0.016026344181181887,128
128,8,2,4370315730,0.125,0.0057225924674713,0.0180751077875116,0.0189181633975037,0.0218011431613853,0.0094975495711952,0.0429206477526021,0.0146303757022352,0.0419478588754009,0.0200197410275336,0.0045624395609563445,128
128,8,2,4370315731,0.125,0.0058331541824063,0.0173644428440505,0.0220920851208509,0.0213632948667226,0.0050399787878479,0.0446114413854878,0.0188018129068081,0.0397009080413784,0.0202435874957943,0.03245235170978985,128
128,8,2,4370315732,0.125,0.0057103078324785,0.0181085347353591,0.0181286121632613,0.0219110377288733,0.0106438559242131,0.0415898701898358,0.0214139500522202,0.0355271642667217,0.0145851487186915,0.030186609662178166,128
128,8,2,4370315733,0.125,0.0056632167316728,0.0166288530847144,0.0201679426562306,0.0190780164296765,0.0079431573324591,0.0412844535496265,0.0192862925898638,0.0395487694129914,0.015966636513349,0.011675881643032704,128
128,8,2,4370315734,0.125,0.0058270118649099,0.0169800992752322,0.0210863397010986,0.0169170535084239,0.0077645198645758,0.0419569857220787,0.0169808616428603,0.0398789060509557,0.014390984886255,0.0337326053193984,128
128,8,2,4370315735,0.125,0.0056447897791836,0.0184069482064376,0.0170933481940883,0.0215985303606736,0.0085242383130496,0.0381467535818706,0.0215379567829502,0.0376671573896832,0.0213761084073105,0.017360538691135297,128
128,8,2,4370315736,0.125,0.0058085849124207,0.019465444381541,0.0186257116439828,0.018682111111034,0.0081074319259412,0.0416967401338829,0.0229710727072519,0.0396764931595503,0.0186243650643879,0.02407199508286307,128
128,16,2,4370315727,0.0625,0.0028316083658364,0.0099992973666742,0.0112009948028954,0.0108350433354943,0.0020376068784142,0.0190881270796825,0.0104219814167306,0.0263215130145461,0.011774488381629,0.007101358514963134,128
128,16,2,4370315728,0.0625,0.0028971264191312,0.0091358823752555,0.0093189741302189,0.0111455808459149,0.0040532208421715,0.0221256922353268,0.0078479484481576,0.0305179081735472,0.0092541100820326,0.0012736955193351784,128
128,16,2,4370315729,0.0625,0.0029851663032462,0.0093773721979369,0.0122150789769937,0.0122100730248773,0.0050825930816914,0.0231083177454367,0.0110906966827983,0.0259567652020285,0.010111428291224,0.00534998762857775,128
128,16,2,4370315730,0.0625,0.0029585495940951,0.0090694921543433,0.0082479794187562,0.0091480872477155,0.0055899763852437,0.0213747112837441,0.0067488520461755,0.0287018801815708,0.0108075316463209,0.019750947686654984,128
128,16,2,4370315731,0.0625,0.0028336558050018,0.0088939106129465,0.0112934056439272,0.0116685004751584,0.0042556375810727,0.022573875566195,0.0102008393618575,0.0287913693750086,0.0076310351573658,0.005962939038656298,128
128,16,2,4370315732,0.0625,0.0028602725141529,0.0101674958818886,0.0113484501995921,0.010694786716567,0.0047246790163254,0.0202079418814142,0.0121999671184442,0.027332839147852,0.0094924283925795,0.007877917510333317,128
128,16,2,4370315733,0.0625,0.0028746045883111,0.0089418726166129,0.0082231696981723,0.0094256041693637,0.0042895194265701,0.0224996074997345,0.0095960549285155,0.0277453301547564,0.0098208678659057,0.005719908957640119,128
128,16,2,4370315734,0.0625,0.0029196482499513,0.0095272317607981,0.0118552795805983,0.0096870923778922,0.0040168054091979,0.020813475961572,0.0104224940398078,0.0267570141550991,0.010442024683052,0.024613314227552245,128
128,16,2,4370315735,0.0625,0.0027804223866998,0.0088264265207655,0.0078988771340847,0.0103398400895485,0.0043587664788402,0.020602204369191,0.0111238336635577,0.0251073560583446,0.0114496195549128,0.000744730271773903,128
128,16,2,4370315736,0.0625,0.0029626444724261,0.0103276693943798,0.0104502367719555,0.0100530098587372,0.0033341518020717,0.0246696071955948,0.012476849384643,0.0319302780825064,0.0087887817243135,0.016495734779155277,128
128,32,2,4370315727,0.03125,0.0014106855850045,0.0052646135455397,0.0058858888560253,0.0063312876695314,0.0020883686743428,0.0096197839711204,0.0054652498183317,0.0223006164144969,0.0074647903816516,0.009990618505745973,128
128,32,2,4370315728,0.03125,0.0014147804633354,0.0052738684616035,0.004105986576487,0.0058174227884251,0.0022356742783241,0.0124304424415429,0.0034930720941256,0.0255673488002827,0.0053928674536729,0.00931597207810625,128
128,32,2,4370315729,0.03125,0.0014843933949612,0.0049537837710535,0.0052327613487281,0.0051480658875682,0.0029379900918708,0.0131861541175695,0.0061678438526366,0.0222453113511558,0.0060435845428795,0.0049877790447676994,128
128,32,2,4370315730,0.03125,0.001496678029954,0.0053446038599296,0.005304130244019,0.0041336441048852,0.0020466822296687,0.0111944981668265,0.0041651629716974,0.0226894196435372,0.0058734672678046,0.009327705447508173,128
128,32,2,4370315731,0.03125,0.0013840688758535,0.0047184110051098,0.0058647784138672,0.006843536010617,0.002386253520686,0.0107123725421425,0.0047550513511648,0.0229211420681709,0.0036843098272939,0.012084342633507867,128
128,32,2,4370315732,0.03125,0.0014229702199973,0.005027603818551,0.0051036379533753,0.0048713922564586,0.0025325423513109,0.0116635861560188,0.0039185432429053,0.0244792442358186,0.0053883770531385,0.0011400493507241654,128
128,32,2,4370315733,0.03125,0.0014639190033066,0.0041933772665413,0.0035534479065922,0.00499326622912,0.0017735053408027,0.0136378005711337,0.0048055089303129,0.0235194974942277,0.0049593155599043,0.014524310309114209,128
128,32,2,4370315734,0.03125,0.0014352548549901,0.0045532474688046,0.0055692938630931,0.00470107957218,0.0019845027040672,0.0109145809701572,0.0050240300897951,0.0227332574907344,0.0069354957829628,0.014669288966944829,128
128,32,2,4370315735,0.03125,0.0013902111933499,0.0043530013675517,0.0050596220499627,0.006034106164487,0.0013364496395273,0.0089632080314252,0.0052347932713195,0.0234898878521521,0.0074584321655171,0.007351536184125857,128
128,32,2,4370315736,0.03125,0.0015007729082849,0.0052599369092937,0.0062537380547866,0.0055913904060024,0.0023530264609042,0.0111050328908188,0.0079990493911547,0.0264027950763319,0.0047395838585635,0.012090080342893014,128
