l,g,x,sk,embedding_ratio,accuracy,marital-status-relationship,marital-status-sex,relationship-sex,income-relationship,education-education-num,age-marital-status,education-num-occupation,age-relationship
128,4,2,4370315733,0.25,0.011600790311517869,0.034135713499253324,0.045913908051402434,0.03807473435036746,0.01496652343555897,0.07989472253712099,0.03622405814673444,0.06081183514198584,0.02926683750175384
128,4,2,4370315734,0.25,0.011598742872352406,0.0325975620978035,0.04184048041621962,0.036687509510641196,0.016130741204260737,0.07571998320100491,0.03320338757754812,0.06368048869017745,0.029450312562726563
128,4,2,4370315735,0.25,0.011510702988237462,0.03519035305743714,0.04071949613083497,0.04225399750124203,0.01663645549954438,0.07697361430734256,0.04296858751319549,0.05903676583117,0.03822978518726931
128,4,2,4370315736,0.25,0.011600790311517869,0.03692048004899936,0.03559442224115269,0.03781324983838776,0.017224028446276903,0.07962872634035952,0.04727496590890401,0.054408344245083215,0.04001509299650039
128,8,2,4370315727,0.125,0.005620220509198121,0.019011839803174807,0.0202685371927731,0.020733807915470182,0.00561256216752823,0.036692820416637996,0.019131356948064213,0.03479162938258428,0.019897926725553308
128,8,2,4370315728,0.125,0.005806537473255326,0.019622219399229764,0.019989024855016167,0.02201884743475477,0.008979805102733971,0.0438282664515272,0.020710147377871375,0.03879663475996103,0.022589386813330684
128,8,2,4370315729,0.125,0.00590071967486666,0.018904924809140692,0.024558587307583143,0.024441946755289927,0.010107077611278202,0.03641927333500249,0.01544267896410623,0.034955492385587233,0.02102145210106441
128,8,2,4370315730,0.125,0.00572259246747131,0.018075107787511695,0.018918163397503754,0.021801143161385365,0.009497549571195299,0.042920647752602153,0.014630375702235278,0.04194785887540091,0.020019741027533604
128,8,2,4370315731,0.125,0.005833154182406355,0.017364442844050563,0.022092085120850955,0.02136329486672267,0.005039978787847967,0.0446114413854878,0.01880181290680816,0.039700908041378484,0.0202435874957943
128,8,2,4370315732,0.125,0.0057103078324785275,0.01810853473535915,0.018128612163261323,0.02191103772887336,0.010643855924213151,0.04158987018983586,0.021413950052220274,0.03552716426672171,0.014585148718691572
128,8,2,4370315733,0.125,0.00566321673167286,0.0166288530847144,0.020167942656230634,0.019078016429676582,0.007943157332459138,0.041284453549626544,0.01928629258986385,0.03954876941299142,0.01596663651334905
128,8,2,4370315734,0.125,0.005827011864909964,0.016980099275232294,0.021086339701098605,0.016917053508423974,0.007764519864575813,0.04195698572207874,0.01698086164286036,0.039878906050955766,0.014390984886255034
128,8,2,4370315735,0.125,0.005644789779183686,0.018406948206437648,0.017093348194088302,0.021598530360673655,0.008524238313049676,0.03814675358187062,0.021537956782950212,0.03766715738968327,0.021376108407310548
128,8,2,4370315736,0.125,0.005808584912420789,0.019465444381541068,0.018625711643982898,0.018682111111034044,0.008107431925941216,0.041696740133882935,0.022971072707251926,0.039676493159550304,0.018624365064387947
128,16,2,4370315727,0.0625,0.00283160836583643,0.00999929736667423,0.011200994802895431,0.010835043335494387,0.0020376068784142003,0.01908812707968251,0.010421981416730645,0.026321513014546126,0.011774488381629046
128,16,2,4370315728,0.0625,0.0028971264191312717,0.009135882375255523,0.009318974130218994,0.011145580845914922,0.004053220842171513,0.02212569223532686,0.007847948448157662,0.03051790817354724,0.009254110082032653
128,16,2,4370315729,0.0625,0.0029851663032462146,0.009377372197936976,0.012215078976993718,0.012210073024877371,0.00508259308169143,0.023108317745436792,0.011090696682798383,0.02595676520202855,0.010111428291224064
128,16,2,4370315730,0.0625,0.0029585495940951854,0.009069492154343373,0.008247979418756273,0.009148087247715505,0.005589976385243799,0.02137471128374412,0.006748852046175513,0.028701880181570844,0.010807531646320978
128,16,2,4370315731,0.0625,0.0028336558050018937,0.008893910612946542,0.011293405643927225,0.011668500475158449,0.0042556375810727095,0.022573875566195,0.01020083936185751,0.028791369375008622,0.007631035157365824
128,16,2,4370315732,0.0625,0.0028602725141529234,0.010167495881888616,0.011348450199592184,0.010694786716567014,0.004724679016325493,0.020207941881414202,0.012199967118444292,0.027332839147852003,0.009492428392579598
128,16,2,4370315733,0.0625,0.00287460458831117,0.008941872616612926,0.008223169698172337,0.009425604169363768,0.004289519426570135,0.022499607499734512,0.009596054928515563,0.027745330154756425,0.009820867865905776
128,16,2,4370315734,0.0625,0.0029196482499513733,0.009527231760798165,0.01185527958059832,0.009687092377892236,0.004016805409197939,0.020813475961572025,0.010422494039807844,0.026757014155099124,0.010442024683052059
128,16,2,4370315735,0.0625,0.002780422386699835,0.008826426520765544,0.00789887713408472,0.010339840089548592,0.004358766478840233,0.02060220436919104,0.011123833663557778,0.02510735605834462,0.01144961955491285
128,16,2,4370315736,0.0625,0.002962644472426113,0.010327669394379827,0.0104502367719555,0.010053009858737298,0.0033341518020717923,0.024669607195594835,0.012476849384643043,0.03193027808250646,0.008788781724313539
128,32,2,4370315727,0.03125,0.0014106855850045555,0.005264613545539723,0.005885888856025337,0.006331287669531457,0.0020883686743428925,0.00961978397112049,0.005465249818331786,0.02230061641449693,0.007464790381651664
128,32,2,4370315728,0.03125,0.001414780463335483,0.0052738684616035385,0.004105986576487034,0.005817422788425144,0.0022356742783241827,0.012430442441542996,0.0034930720941256585,0.025567348800282753,0.005392867453672935
128,32,2,4370315729,0.03125,0.0014843933949612522,0.004953783771053547,0.00523276134872819,0.005148065887568294,0.002937990091870825,0.013186154117569585,0.006167843852636685,0.022245311351155837,0.006043584542879533
128,32,2,4370315730,0.03125,0.001496678029954035,0.005344603859929661,0.005304130244019075,0.004133644104885297,0.0020466822296687673,0.011194498166826525,0.004165162971697462,0.022689419643537233,0.005873467267804638
128,32,2,4370315731,0.03125,0.0013840688758535262,0.004718411005109832,0.0058647784138672835,0.006843536010617024,0.0023862535206860677,0.010712372542142572,0.0047550513511648955,0.022921142068170967,0.003684309827293911
128,32,2,4370315732,0.03125,0.0014229702199973382,0.0050276038185510874,0.005103637953375315,0.004871392256458616,0.0025325423513109075,0.011663586156018826,0.003918543242905314,0.02447924423581869,0.005388377053138515
128,32,2,4370315733,0.03125,0.0014639190033066143,0.004193377266541308,0.0035534479065922444,0.004993266229120074,0.001773505340802736,0.013637800571133781,0.004805508930312995,0.023519497494227742,0.004959315559904341
128,32,2,4370315734,0.03125,0.0014352548549901212,0.004553247468804646,0.005569293863093123,0.004701079572180039,0.0019845027040672498,0.010914580970157226,0.00502403008979518,0.02273325749073448,0.006935495782962837
128,32,2,4370315735,0.03125,0.0013902111933499176,0.004353001367551707,0.00505962204996276,0.0060341061644870455,0.0013364496395273401,0.008963208031425255,0.005234793271319538,0.023489887852152135,0.007458432165517184
128,32,2,4370315736,0.03125,0.0015007729082849625,0.005259936909293718,0.006253738054786699,0.00559139040600245,0.002353026460904235,0.011105032890818801,0.007999049391154726,0.026402795076331975,0.0047395838585635106
